specificity,accuracy,fpMinutes,recall,precision,f1,optIdx,optThres,k,method,hz
0.965717880169838,0.918907543375579,2.18,0.531656548135299,0.652127659574468,0.585762064022933,NaN,NaN,1,predsArgmax,32
0.975233144779086,0.928083291290189,1.62,0.503669724770642,0.693181818181818,0.583421891604676,NaN,NaN,2,predsArgmax,32
0.882112772906997,0.874325123152709,9.14333333333333,0.788324632178453,0.377157129881926,0.510213484871756,NaN,NaN,3,predsArgmax,32
0.864100251578298,0.848606557377049,9.54333333333333,0.750675067506751,0.466356011183597,0.57530466773971,NaN,NaN,4,predsArgmax,32
0.905495037521181,0.878803963198868,6.50666666666667,0.596518177163338,0.373756817452679,0.45956607495069,NaN,NaN,5,predsArgmax,32
0.990983907322954,0.921012018893514,0.573333333333333,0.342150910667823,0.8210197710718,0.483011937557392,29,0.725,1,predsSum,32
0.993477042246344,0.932119433105536,0.426666666666667,0.379816513761468,0.866108786610879,0.528061224489796,29,0.725,2,predsSum,32
0.923629018394361,0.905221674876847,5.92333333333333,0.701945894636925,0.454238329238329,0.551556964385605,27,0.675,3,predsSum,32
0.916457018085157,0.880491803278688,5.86666666666667,0.653165316531653,0.552959105918212,0.598899587345255,28,0.7,4,predsSum,32
0.94475913822319,0.910695329087049,3.80333333333333,0.550435227854583,0.485108303249097,0.515711201727033,27,0.675,5,predsSum,32
0.983750065523929,0.918159285413646,1.03333333333333,0.375542064180399,0.736394557823129,0.497415278575531,18,0.45,1,predsMax,32
0.985221423839372,0.926569738109434,0.966666666666667,0.398623853211009,0.749784296807593,0.520515124288709,18,0.45,2,predsMax,32
0.920276774969916,0.903802955665025,6.18333333333333,0.7218794494542,0.45053317535545,0.554805763268284,17,0.425,3,predsMax,32
0.941852185883135,0.893114754098361,4.08333333333333,0.585058505850585,0.614173228346457,0.599262446220037,18,0.45,4,predsMax,32
0.937448559670782,0.900123849964614,4.30666666666667,0.505376344086022,0.433084686265906,0.466446124763705,17,0.425,5,predsMax,32
0.984326676102112,0.92017022868634,0.996666666666667,0.389418907198612,0.750208855472013,0.51270339708821,NaN,NaN,1,predsBinArgmax,32
0.98725984813739,0.928817135256616,0.833333333333333,0.402752293577982,0.778368794326241,0.530834340991536,NaN,NaN,2,predsBinArgmax,32
0.941636582430806,0.919251231527094,4.52666666666667,0.672045562411011,0.510454217736121,0.580208973570989,NaN,NaN,3,predsBinArgmax,32
0.930554896283287,0.889672131147541,4.87666666666667,0.631263126312631,0.589851415755537,0.609855072463768,NaN,NaN,4,predsBinArgmax,32
0.954490438150569,0.916799363057325,3.13333333333333,0.518177163338454,0.51844262295082,0.51830985915493,NaN,NaN,5,predsBinArgmax,32
0.991822613618493,0.919234906233924,0.52,0.318733738074588,0.824915824915825,0.459806068188927,28,0.7,1,predsBinSum,32
0.991438617948326,0.930651745172683,0.56,0.38348623853211,0.832669322709163,0.525125628140704,27,0.675,2,predsBinSum,32
0.905965274196321,0.891231527093596,7.29333333333333,0.728523967726626,0.412301907064196,0.526586620926244,25,0.625,3,predsBinSum,32
0.918070916599421,0.881147540983607,5.75333333333333,0.647764776477648,0.555727155727156,0.598226655583264,27,0.675,4,predsBinSum,32
0.943790849673203,0.909810686482661,3.87,0.550435227854583,0.480769230769231,0.513248985438052,26,0.65,5,predsBinSum,32
0.984903286680296,0.920310527054202,0.96,0.385949696444059,0.755517826825127,0.510907003444317,18,0.45,1,predsBinMax,32
0.987106966315038,0.928863000504518,0.843333333333333,0.404587155963303,0.777092511013216,0.532126696832579,18,0.45,2,predsBinMax,32
0.92130823448513,0.905418719211823,6.10333333333333,0.729947793070717,0.456515286435144,0.56172388604821,17,0.425,3,predsBinMax,32
0.910333697251626,0.879016393442623,6.29666666666667,0.681068106810681,0.54580427987497,0.605979711692472,17,0.425,4,predsBinMax,32
0.935899297990801,0.900212314225053,4.41333333333333,0.522785458269329,0.435394456289979,0.4751046998604,17,0.425,5,predsBinMax,32
0.972008177386381,0.922134405836412,1.78,0.509540329575022,0.687536571094207,0.585305105853051,NaN,NaN,1,predsArgmax,16
0.978494623655914,0.929092326744026,1.40666666666667,0.484403669724771,0.714479025710419,0.577364680153089,NaN,NaN,2,predsArgmax,16
0.902269210933471,0.889970443349754,7.58,0.754152823920266,0.411338338079213,0.532328308207705,NaN,NaN,3,predsArgmax,16
0.883514501352827,0.862049180327869,8.18,0.726372637263726,0.496615384615385,0.589912280701754,NaN,NaN,4,predsArgmax,16
0.924667150810942,0.893931351733899,5.18666666666667,0.568868407578085,0.416572928383952,0.480952380952381,NaN,NaN,5,predsArgmax,16
0.992084709335849,0.92021699480896,0.503333333333333,0.325672159583695,0.832594235033259,0.468204488778055,29,0.725,1,predsSum,16
0.99184630280793,0.932073567857634,0.533333333333333,0.394036697247706,0.842983316977429,0.537042825883088,28,0.7,2,predsSum,16
0.923843905793364,0.905694581280788,5.90666666666667,0.705268153773137,0.456108041743401,0.553960857409133,26,0.65,3,predsSum,16
0.915792471638107,0.881229508196721,5.91333333333333,0.662766276627663,0.554607080090384,0.60388190267906,27,0.675,4,predsSum,16
0.945243282498184,0.91135881104034,3.77,0.552995391705069,0.488466757123474,0.518731988472622,26,0.65,5,predsSum,16
0.976463804581433,0.915680680914745,1.49666666666667,0.412836079791847,0.679514632405425,0.51362287564068,17,0.425,1,predsMax,16
0.980125363094328,0.925285511168188,1.3,0.431651376146789,0.706987227648385,0.536029621190544,17,0.425,2,predsMax,16
0.910220044696579,0.89584236453202,6.96333333333333,0.737066919791172,0.426414058209775,0.540267872673508,16,0.4,3,predsMax,16
0.929890349836237,0.887786885245902,4.92333333333333,0.621662166216622,0.583826429980276,0.602150537634409,17,0.425,4,predsMax,16
0.947954490438151,0.907377919320595,3.58333333333333,0.478238607270865,0.464907914385266,0.471479050984351,17,0.425,5,predsMax,16
0.984955705823767,0.921245849506617,0.956666666666667,0.394189071986123,0.760033444816054,0.519131924614506,NaN,NaN,1,predsBinArgmax,16
0.987667532996993,0.929138191991928,0.806666666666667,0.402293577981651,0.783735478105451,0.531676265535011,NaN,NaN,2,predsBinArgmax,16
0.944730960976448,0.921891625615764,4.28666666666667,0.669672520170859,0.523173896922506,0.587427144046628,NaN,NaN,3,predsBinArgmax,16
0.934684577775668,0.89344262295082,4.58666666666667,0.632763276327633,0.605164992826399,0.6186564975066,NaN,NaN,4,predsBinArgmax,16
0.957734204793028,0.91936482661005,2.91,0.513568868407578,0.534648187633262,0.523896578741186,NaN,NaN,5,predsBinArgmax,16
0.989621009592703,0.921573212364963,0.66,0.358629661751951,0.806829268292683,0.496547583308316,27,0.675,1,predsBinSum,16
0.992152066452632,0.930881071412191,0.513333333333333,0.379357798165138,0.843017329255861,0.52325213540019,27,0.675,2,predsBinSum,16
0.920706549767922,0.903093596059113,6.15,0.70859041290935,0.447273816656681,0.548393021120294,25,0.625,3,predsBinSum,16
0.899938292115631,0.872663934426229,7.02666666666667,0.7002700270027,0.525438991445295,0.600385852090032,25,0.625,4,predsBinSum,16
0.94156378600823,0.908660651096957,4.02333333333333,0.560675883256528,0.475673327541268,0.514688601645123,25,0.625,5,predsBinSum,16
0.986371022697489,0.919702567460132,0.866666666666667,0.368169991326973,0.765554553651939,0.497218155197657,18,0.45,1,predsBinMax,16
0.982826275289201,0.928129156538091,1.12333333333333,0.435779816513761,0.738150738150738,0.548024228439573,17,0.425,2,predsBinMax,16
0.937338834450748,0.91751724137931,4.86,0.698623635500712,0.502389078498294,0.584474885844749,17,0.425,3,predsBinMax,16
0.928466321735416,0.890327868852459,5.02333333333333,0.649264926492649,0.589485153909017,0.617932609937179,17,0.425,4,predsBinMax,16
0.951101428225611,0.911978060863411,3.36666666666667,0.498207885304659,0.490670700958144,0.494410569105691,17,0.425,5,predsBinMax,16
0.975939613146721,0.920544357667306,1.53,0.462272333044232,0.699016393442623,0.556512659879927,NaN,NaN,1,predsArgmax,8
0.98155226010294,0.928725404760813,1.20666666666667,0.453211009174312,0.731851851851852,0.559773371104816,NaN,NaN,2,predsArgmax,8
0.924832387828778,0.908098522167488,5.83,0.723303274798291,0.465627864344638,0.566542750929368,NaN,NaN,3,predsArgmax,8
0.908340057910476,0.879180327868852,6.43666666666667,0.694869486948695,0.545326112550035,0.611081794195251,NaN,NaN,4,predsArgmax,8
0.941466957153232,0.907599079971691,4.03,0.549411162314388,0.470201577563541,0.506729634002361,NaN,NaN,5,predsArgmax,8
0.988258111862452,0.921479680119721,0.746666666666667,0.369037294015611,0.791627906976744,0.503401360544218,27,0.675,1,predsSum,8
0.99072516944402,0.930835206164289,0.606666666666667,0.391743119266055,0.824324324324324,0.531094527363184,27,0.675,2,predsSum,8
0.919804022692109,0.903369458128079,6.22,0.7218794494542,0.449069973427812,0.553694939934474,24,0.6,3,predsSum,8
0.911140646508758,0.880655737704918,6.24,0.687968796879688,0.550540216086435,0.611629767938117,25,0.625,4,predsSum,8
0.949116436698136,0.914853149327672,3.50333333333333,0.552483358934972,0.506572769953052,0.528532941464609,25,0.625,5,predsSum,8
0.978298474602925,0.913950334377777,1.38,0.381613183000867,0.680061823802164,0.488888888888889,17,0.425,1,predsMax,8
0.975844672068491,0.921386965096546,1.58,0.431192660550459,0.664780763790665,0.523094045631608,16,0.4,2,predsMax,8
0.928012721334021,0.909399014778325,5.58333333333333,0.703844328429046,0.469601013299557,0.563342830009497,16,0.4,3,predsMax,8
0.926235344377462,0.886967213114754,5.18,0.638763876387639,0.578061363019278,0.606898517673888,16,0.4,4,predsMax,8
0.94320987654321,0.905210544939844,3.91,0.503328213005632,0.455936920222634,0.478461912874179,16,0.4,5,predsMax,8
0.985165382397652,0.921479680119721,0.943333333333333,0.394622723330442,0.762782900251467,0.520148613889683,NaN,NaN,1,predsBinArgmax,8
0.987769454211894,0.929321652983534,0.8,0.403211009174312,0.785522788203753,0.53288875416793,NaN,NaN,2,predsBinArgmax,8
0.947954271961492,0.92528078817734,4.03666666666667,0.674893213099193,0.540068363083935,0.6,NaN,NaN,3,predsBinArgmax,8
0.936013670669768,0.895122950819672,4.49333333333333,0.636663666366637,0.611527377521614,0.623842422460679,NaN,NaN,4,predsBinArgmax,8
0.958944565480513,0.921001415428167,2.82666666666667,0.519713261648746,0.544820182501342,0.531970649895178,NaN,NaN,5,predsBinArgmax,8
0.990879069036012,0.921573212364963,0.58,0.348222029488291,0.821903787103378,0.489186719463905,27,0.675,1,predsBinSum,8
0.990317484584416,0.930468284181076,0.633333333333333,0.391743119266055,0.818007662835249,0.529776674937965,26,0.65,2,predsBinSum,8
0.922339694000344,0.905103448275862,6.02333333333333,0.714760322733745,0.45457289465741,0.555719557195572,24,0.6,3,predsBinSum,8
0.927469502064841,0.890040983606557,5.09333333333333,0.653465346534653,0.5876956287102,0.618837903111237,26,0.65,4,predsBinSum,8
0.941854272573227,0.90919143665959,4.00333333333333,0.563748079877112,0.478279756733275,0.517508813160987,24,0.6,5,predsBinSum,8
0.981548461498139,0.918486648271992,1.17333333333333,0.396790980052038,0.722178374112076,0.512174643157011,17,0.425,1,predsBinMax,8
0.984100290475462,0.926294546622024,1.04,0.405963302752294,0.739348370927318,0.524133846609417,17,0.425,2,predsBinMax,8
0.931407942238267,0.913615763546798,5.32,0.717133364973897,0.486321210170583,0.579593402378212,16,0.4,3,predsBinMax,8
0.926615085204348,0.890614754098361,5.15333333333333,0.663066306630663,0.58839190628328,0.623501199040767,16,0.4,4,predsBinMax,8
0.944371822803195,0.907377919320595,3.83,0.516129032258065,0.467315716272601,0.490510948905109,16,0.4,5,predsBinMax,8
0.982492006080621,0.923397091147173,1.11333333333333,0.434518647007806,0.75,0.550247116968699,NaN,NaN,1,predsArgmax,1
0.984915660194669,0.929459248727239,0.986666666666667,0.430275229357798,0.760129659643436,0.549502050380785,NaN,NaN,2,predsArgmax,1
0.938671136324566,0.918935960591133,4.75666666666667,0.700996677740864,0.508608815426997,0.589503093194971,NaN,NaN,3,predsArgmax,1
0.927232164048037,0.891270491803279,5.11,0.663966396639664,0.59076348104645,0.625229552196638,NaN,NaN,4,predsArgmax,1
0.951682401355604,0.915383934890304,3.32666666666667,0.531490015360983,0.509823182711198,0.520431185760842,NaN,NaN,5,predsArgmax,1
0.989883105310059,0.923771220128139,0.643333333333333,0.376843018213356,0.818267419962335,0.51603325415677,26,0.65,1,predsSum,1
0.991642460378128,0.930972801907994,0.546666666666667,0.384862385321101,0.836490528414756,0.52717562048382,26,0.65,2,predsSum,1
0.930763280041258,0.912275862068965,5.37,0.708115804461319,0.480825008056719,0.57274472168906,23,0.575,3,predsSum,1
0.91802344899606,0.88577868852459,5.75666666666667,0.681968196819682,0.56825,0.619937269875903,23,0.575,4,predsSum,1
0.942725732268216,0.908970276008493,3.94333333333333,0.551971326164875,0.476780185758514,0.511627906976744,22,0.55,5,predsSum,1
0.982596844367563,0.914043866623018,1.10666666666667,0.346921075455334,0.706713780918728,0.465386852821408,18,0.45,1,predsMax,1
0.983947408653111,0.924964454432876,1.05,0.394036697247706,0.731686541737649,0.512224209898628,18,0.45,2,predsMax,1
0.946278150249269,0.923349753694581,4.16666666666667,0.670147128618889,0.530428249436514,0.592157685049277,17,0.425,3,predsMax,1
0.937010490340343,0.895081967213115,4.42333333333333,0.63006300630063,0.612780857893201,0.621301775147929,17,0.425,4,predsMax,1
0.948293391430646,0.910208775654636,3.56,0.507424475166411,0.481301602719767,0.494017946161515,17,0.425,5,predsMax,1
